total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
829.54643861808,248.863931585424,1078.410370203504,470,10858.288520496496,9.931679087066601639720269705,False
