timestamp,regime_id,regime_label,regime_probability,is_confirmed,consecutive_bars,is_flickering,trend_gate_raw_state,trend_gate_confirmed_state,trend_gate_cap,strategy_target_allocation_pct,final_allocation_pct
2022-10-22 18:00:00+00:00,4,WEAK_BEAR,0.9999999961569301,True,1,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-10-23 18:00:00+00:00,4,WEAK_BEAR,0.9999999973633749,True,2,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-10-24 18:00:00+00:00,4,WEAK_BEAR,0.9999994095753133,True,3,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-10-25 18:00:00+00:00,4,WEAK_BEAR,0.9999761959125095,True,4,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-10-26 18:00:00+00:00,4,WEAK_BEAR,0.9964632239568374,True,5,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-10-27 18:00:00+00:00,4,WEAK_BEAR,0.9969325823342914,True,6,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-10-28 18:00:00+00:00,4,WEAK_BEAR,0.9986743729640595,True,7,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-10-29 18:00:00+00:00,4,WEAK_BEAR,0.9998626059075525,True,8,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-10-30 18:00:00+00:00,4,WEAK_BEAR,0.9999755630067749,True,9,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-10-31 18:00:00+00:00,4,WEAK_BEAR,0.9999699282217631,True,10,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
2022-11-01 18:00:00+00:00,4,WEAK_BEAR,0.9999683573509707,True,11,False,BEAR_STRUCTURE,BEAR_STRUCTURE,0.3,0.95,0.3
