window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2019-06-09 00:00:00+00:00,2020-06-07 00:00:00+00:00,365,6,6357.261691312646,299,True,37,7,6479.527604880619,122.26591356797326,1.2207357859531773,"{6: np.float64(6357.26), 7: np.float64(6479.53), 5: np.float64(6591.95), 4: np.float64(6768.96), 3: np.float64(6895.63)}"
1,2019-12-08 00:00:00+00:00,2020-12-06 00:00:00+00:00,365,6,5831.341861896002,299,True,43,5,5885.216189103895,53.87432720789275,1.2207357859531773,"{6: np.float64(5831.34), 5: np.float64(5885.22), 7: np.float64(5984.41), 4: np.float64(6131.14), 3: np.float64(6228.02)}"
2,2020-06-07 00:00:00+00:00,2021-06-06 00:00:00+00:00,365,6,6119.221595806403,299,True,61,4,6128.263921053828,9.042325247425651,1.2207357859531773,"{6: np.float64(6119.22), 4: np.float64(6128.26), 7: np.float64(6210.63), 5: np.float64(6217.63), 3: np.float64(6359.07)}"
3,2020-12-06 00:00:00+00:00,2021-12-05 00:00:00+00:00,365,5,6442.867196046657,244,True,34,4,6452.107185939737,9.239989893079837,1.4959016393442623,"{5: np.float64(6442.87), 4: np.float64(6452.11), 6: np.float64(6647.35), 3: np.float64(6678.35), 7: np.float64(6782.04)}"
4,2021-06-06 00:00:00+00:00,2022-06-05 00:00:00+00:00,365,4,6424.975448108552,191,True,48,5,6444.2403358011725,19.264887692620505,1.9109947643979057,"{4: np.float64(6424.98), 5: np.float64(6444.24), 6: np.float64(6477.09), 7: np.float64(6531.22), 3: np.float64(6610.24)}"
5,2021-12-05 00:00:00+00:00,2022-12-04 00:00:00+00:00,365,6,7224.835161807995,299,True,45,4,7270.685443476202,45.85028166820666,1.2207357859531773,"{6: np.float64(7224.84), 4: np.float64(7270.69), 3: np.float64(7332.97), 5: np.float64(7405.93), 7: np.float64(7547.5)}"
6,2022-06-05 00:00:00+00:00,2023-06-04 00:00:00+00:00,365,6,6609.696603916785,299,True,151,7,6792.98721242656,183.29060850977567,1.2207357859531773,"{6: np.float64(6609.7), 7: np.float64(6792.99), 5: np.float64(6843.78), 4: np.float64(6990.2), 3: np.float64(7163.53)}"
7,2022-12-04 00:00:00+00:00,2023-12-03 00:00:00+00:00,365,4,6166.438741041875,191,True,114,6,6249.660233960044,83.22149291816913,1.9109947643979057,"{4: np.float64(6166.44), 6: np.float64(6249.66), 7: np.float64(6358.31), 5: np.float64(6384.75), 3: np.float64(6385.82)}"
8,2023-06-04 00:00:00+00:00,2024-06-02 00:00:00+00:00,365,4,6935.348381565696,191,True,72,5,6984.288552852093,48.940171286396435,1.9109947643979057,"{4: np.float64(6935.35), 5: np.float64(6984.29), 6: np.float64(6989.34), 3: np.float64(7085.0), 7: np.float64(7178.22)}"
9,2023-12-03 00:00:00+00:00,2024-12-01 00:00:00+00:00,365,5,7018.638196287782,244,True,56,6,7074.335039042385,55.696842754602585,1.4959016393442623,"{5: np.float64(7018.64), 6: np.float64(7074.34), 4: np.float64(7087.74), 3: np.float64(7248.6), 7: np.float64(7328.74)}"
10,2024-06-02 00:00:00+00:00,2025-06-01 00:00:00+00:00,365,5,6796.264473537146,244,True,52,6,6801.53454913986,5.270075602714314,1.4959016393442623,"{5: np.float64(6796.26), 6: np.float64(6801.53), 4: np.float64(6848.59), 3: np.float64(6982.93), 7: np.float64(7114.53)}"
11,2024-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,365,5,6633.963429677577,244,True,186,4,6669.15280557247,35.1893758948936,1.4959016393442623,"{5: np.float64(6633.96), 4: np.float64(6669.15), 6: np.float64(6798.39), 3: np.float64(6848.96), 7: np.float64(6956.88)}"
12,2025-06-01 00:00:00+00:00,2026-05-31 00:00:00+00:00,365,7,6432.634734770716,356,True,49,6,6544.961280044082,112.32654527336581,1.0252808988764044,"{7: np.float64(6432.63), 6: np.float64(6544.96), 5: np.float64(6593.41), 4: np.float64(6688.76), 3: np.float64(6856.23)}"
