window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2019-05-12 00:00:00+00:00,2020-05-10 00:00:00+00:00,365,7,6715.441281032214,356,True,43,5,6718.58776116351,3.1464801312959025,1.0252808988764044,"{7: np.float64(6715.44), 5: np.float64(6718.59), 4: np.float64(6756.11), 6: np.float64(6831.14), 3: np.float64(7055.73)}"
1,2019-11-10 00:00:00+00:00,2020-11-08 00:00:00+00:00,365,6,5665.969933220221,299,True,57,5,5758.779217630026,92.80928440980551,1.2207357859531773,"{6: np.float64(5665.97), 5: np.float64(5758.78), 4: np.float64(5874.17), 7: np.float64(5956.58), 3: np.float64(5995.18)}"
2,2020-05-10 00:00:00+00:00,2021-05-09 00:00:00+00:00,365,5,5852.136027538051,244,True,53,4,5893.628354857531,41.492327319479955,1.4959016393442623,"{5: np.float64(5852.14), 4: np.float64(5893.63), 3: np.float64(5973.44), 6: np.float64(6140.3), 7: np.float64(6263.11)}"
3,2020-11-08 00:00:00+00:00,2021-11-07 00:00:00+00:00,365,5,6473.543124069505,244,True,27,4,6548.962697402861,75.4195733333554,1.4959016393442623,"{5: np.float64(6473.54), 4: np.float64(6548.96), 6: np.float64(6587.05), 7: np.float64(6650.72), 3: np.float64(6654.14)}"
4,2021-05-09 00:00:00+00:00,2022-05-08 00:00:00+00:00,365,5,6381.229576386692,244,True,159,6,6401.326467383321,20.096890996628645,1.4959016393442623,"{5: np.float64(6381.23), 6: np.float64(6401.33), 7: np.float64(6587.67), 4: np.float64(6605.07), 3: np.float64(6690.92)}"
5,2021-11-07 00:00:00+00:00,2022-11-06 00:00:00+00:00,365,4,6782.143760625931,191,True,90,6,6858.430662871962,76.28690224603179,1.9109947643979057,"{4: np.float64(6782.14), 6: np.float64(6858.43), 5: np.float64(6873.95), 3: np.float64(6916.26), 7: np.float64(7089.26)}"
6,2022-05-08 00:00:00+00:00,2023-05-07 00:00:00+00:00,365,6,7073.9268017911445,299,True,52,5,7093.893694239586,19.966892448441286,1.2207357859531773,"{6: np.float64(7073.93), 5: np.float64(7093.89), 4: np.float64(7195.46), 7: np.float64(7366.63), 3: np.float64(7442.13)}"
7,2022-11-06 00:00:00+00:00,2023-11-05 00:00:00+00:00,365,5,6306.424050492118,244,True,58,6,6408.717914824655,102.29386433253694,1.4959016393442623,"{5: np.float64(6306.42), 6: np.float64(6408.72), 4: np.float64(6442.96), 7: np.float64(6467.8), 3: np.float64(6623.54)}"
8,2023-05-07 00:00:00+00:00,2024-05-05 00:00:00+00:00,365,4,6826.751179893521,191,True,41,5,6846.372276581395,19.621096687874342,1.9109947643979057,"{4: np.float64(6826.75), 5: np.float64(6846.37), 6: np.float64(6861.1), 3: np.float64(6888.97), 7: np.float64(7201.83)}"
9,2023-11-05 00:00:00+00:00,2024-11-03 00:00:00+00:00,365,5,6983.528195021992,244,True,152,4,7004.718965013274,21.19076999128174,1.4959016393442623,"{5: np.float64(6983.53), 4: np.float64(7004.72), 6: np.float64(7136.71), 3: np.float64(7140.78), 7: np.float64(7465.88)}"
10,2024-05-05 00:00:00+00:00,2025-05-04 00:00:00+00:00,365,6,6706.412055432022,299,True,60,4,6731.724307444569,25.312252012547106,1.2207357859531773,"{6: np.float64(6706.41), 4: np.float64(6731.72), 5: np.float64(6740.21), 7: np.float64(6815.0), 3: np.float64(6972.91)}"
11,2024-11-03 00:00:00+00:00,2025-11-02 00:00:00+00:00,365,5,6840.131840809208,244,True,64,4,6869.7197626220905,29.587921812882087,1.4959016393442623,"{5: np.float64(6840.13), 4: np.float64(6869.72), 6: np.float64(6873.89), 3: np.float64(7034.65), 7: np.float64(7197.17)}"
12,2025-05-04 00:00:00+00:00,2026-05-03 00:00:00+00:00,365,6,6542.071795692742,299,True,59,5,6655.419610876413,113.34781518367072,1.2207357859531773,"{6: np.float64(6542.07), 5: np.float64(6655.42), 4: np.float64(6708.84), 3: np.float64(6771.77), 7: np.float64(6847.13)}"
