date,run_at_utc,open_price,close_price,hmm_retrained,hmm_train_bars,regime_id,regime_label,regime_probability,regime_is_confirmed,is_flickering,hmm_allocation,trend_gate_state,trend_gate_cap,final_allocation,strategy_cash,strategy_qty,strategy_equity,strategy_target_allocation,bh_cash,bh_qty,bh_equity,bh_target_allocation,sma200_cash,sma200_qty,sma200_equity,sma200_target_allocation,volTarget_cash,volTarget_qty,volTarget_equity,volTarget_target_allocation
2026-08-05,2026-08-06T05:49:08.096853+00:00,64106.55,64052.0,True,2657,6,STRONG_BEAR,0.9996474837470984,True,False,0.95,BEAR_STRUCTURE,0.3,0.3,10000,0,10000.0,0.3,10000,0,10000.0,1,10000,0,10000.0,0,10000,0,10000.0,1
