date,run_at_utc,open_price,close_price,hmm_retrained,hmm_train_bars,warning_count,regime_id,regime_label,regime_probability,regime_is_confirmed,is_flickering,hmm_allocation,trend_gate_state,trend_gate_cap,final_allocation,strategy_cash,strategy_qty,strategy_equity,strategy_target_allocation,bh_cash,bh_qty,bh_equity,bh_target_allocation,sma200_cash,sma200_qty,sma200_equity,sma200_target_allocation,volTarget_cash,volTarget_qty,volTarget_equity,volTarget_target_allocation
2026-08-06,2026-08-08T04:20:05.174751+00:00,64665.24,64323.61,False,,0,6,STRONG_BEAR,0.999329269240349,True,False,0.95,BEAR_STRUCTURE,0.3,0.3,6996.150251161696,0.046392,9980.251166281696,0.3,-12.961994737304,0.154642,9934.169702882696,1.001304788938077300023107147,10000,0,10000.00,0,-12.961994737304,0.154642,9934.169702882696,1.001304788938077300023107147
2026-08-07,2026-08-08T04:20:05.178243+00:00,64323.61,64923.19,False,,0,6,STRONG_BEAR,0.9983836319068802,True,False,0.95,BEAR_STRUCTURE,0.3,0.3,6986.167130404281,0.046547,10008.146855334281,0.3,-12.961994737304,0.154642,10026.889953242696,1.001292723346695561486098059,10000,0,10000.00,0,-12.961994737304,0.154642,10026.889953242696,1.001292723346695561486098059
