window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2020-03-05 00:00:00+00:00,2021-03-04 00:00:00+00:00,365,7,6463.830734902955,881,True,11,6,6529.258320533221,65.42758563026655,0.41430192962542567,"{7: np.float64(6463.83), 6: np.float64(6529.26), 5: np.float64(6750.21), 4: np.float64(6806.11), 3: np.float64(7723.88)}"
1,2020-09-03 00:00:00+00:00,2021-09-02 00:00:00+00:00,365,7,6283.206997495281,881,True,31,6,6516.725127840605,233.5181303453237,0.41430192962542567,"{7: np.float64(6283.21), 6: np.float64(6516.73), 5: np.float64(6936.09), 4: np.float64(7066.75), 3: np.float64(7614.9)}"
2,2021-03-04 00:00:00+00:00,2022-03-03 00:00:00+00:00,365,6,5808.663140485145,749,True,17,5,6496.924185815074,688.2610453299294,0.48731642189586116,"{6: np.float64(5808.66), 5: np.float64(6496.92), 7: np.float64(6653.53), 4: np.float64(7006.9), 3: np.float64(7132.5)}"
3,2021-09-02 00:00:00+00:00,2022-09-01 00:00:00+00:00,365,5,6396.190237555229,619,True,28,3,6432.3305757132175,36.14033815798848,0.5896607431340872,"{5: np.float64(6396.19), 3: np.float64(6432.33), 7: np.float64(6510.12), 6: np.float64(6570.9), 4: np.float64(6589.3)}"
4,2022-03-03 00:00:00+00:00,2023-03-02 00:00:00+00:00,365,7,6582.9682085932,881,True,16,6,6663.761996673292,80.79378808009187,0.41430192962542567,"{7: np.float64(6582.97), 6: np.float64(6663.76), 5: np.float64(6717.3), 4: np.float64(7036.66), 3: np.float64(7447.66)}"
5,2022-09-01 00:00:00+00:00,2023-08-31 00:00:00+00:00,365,5,5919.530537636124,619,True,9,7,5935.837749452525,16.307211816400923,0.5896607431340872,"{5: np.float64(5919.53), 7: np.float64(5935.84), 6: np.float64(6262.49), 4: np.float64(6358.74), 3: np.float64(6534.25)}"
6,2023-03-02 00:00:00+00:00,2024-02-29 00:00:00+00:00,365,6,6056.341353675606,749,True,17,5,6077.268580523225,20.92722684761884,0.48731642189586116,"{6: np.float64(6056.34), 5: np.float64(6077.27), 7: np.float64(6265.37), 4: np.float64(6300.9), 3: np.float64(6791.7)}"
7,2023-08-31 00:00:00+00:00,2024-08-29 00:00:00+00:00,365,6,7494.899954453319,749,True,36,4,7655.866120432347,160.96616597902812,0.48731642189586116,"{6: np.float64(7494.9), 4: np.float64(7655.87), 5: np.float64(7709.14), 7: np.float64(8042.0), 3: np.float64(8212.04)}"
8,2024-02-29 00:00:00+00:00,2025-02-27 00:00:00+00:00,365,5,7471.649780644189,619,True,42,4,7614.620351118865,142.9705704746757,0.5896607431340872,"{5: np.float64(7471.65), 4: np.float64(7614.62), 6: np.float64(7690.03), 7: np.float64(8086.86), 3: np.float64(8145.5)}"
9,2024-08-29 00:00:00+00:00,2025-08-28 00:00:00+00:00,365,4,6424.720111235172,491,True,32,5,6430.430467948813,5.7103567136409765,0.7433808553971487,"{4: np.float64(6424.72), 5: np.float64(6430.43), 3: np.float64(6665.95), 6: np.float64(6958.43), 7: np.float64(7094.57)}"
10,2025-02-27 00:00:00+00:00,2026-02-26 00:00:00+00:00,365,4,7090.501183670041,491,True,49,5,7246.720936956712,156.2197532866703,0.7433808553971487,"{4: np.float64(7090.5), 5: np.float64(7246.72), 7: np.float64(7258.37), 6: np.float64(7403.13), 3: np.float64(7459.83)}"
