window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2019-04-28 06:00:00+00:00,2020-04-26 06:00:00+00:00,365,5,6950.156594739163,244,True,57,6,6963.31417124988,13.157576510717263,1.4959016393442623,"{5: np.float64(6950.16), 6: np.float64(6963.31), 4: np.float64(7016.81), 7: np.float64(7215.55), 3: np.float64(7367.63)}"
1,2019-10-27 06:00:00+00:00,2020-10-25 06:00:00+00:00,365,5,5833.064787429496,244,True,15,6,5863.568283820009,30.503496390512737,1.4959016393442623,"{5: np.float64(5833.06), 6: np.float64(5863.57), 4: np.float64(5878.45), 7: np.float64(5887.96), 3: np.float64(6110.15)}"
2,2020-04-26 06:00:00+00:00,2021-04-25 06:00:00+00:00,365,5,6255.552168383577,244,True,69,6,6268.414588822916,12.862420439339076,1.4959016393442623,"{5: np.float64(6255.55), 6: np.float64(6268.41), 3: np.float64(6314.48), 4: np.float64(6362.99), 7: np.float64(6538.8)}"
3,2020-10-25 06:00:00+00:00,2021-10-24 06:00:00+00:00,365,6,6757.883515499883,299,True,106,5,6771.513361690965,13.629846191081924,1.2207357859531773,"{6: np.float64(6757.88), 5: np.float64(6771.51), 7: np.float64(6901.04), 4: np.float64(7005.52), 3: np.float64(7065.0)}"
4,2021-04-25 06:00:00+00:00,2022-04-24 06:00:00+00:00,365,5,6375.290236363213,244,True,41,4,6663.9966416753705,288.7064053121576,1.4959016393442623,"{5: np.float64(6375.29), 4: np.float64(6664.0), 6: np.float64(6670.78), 3: np.float64(6754.95), 7: np.float64(6867.12)}"
5,2021-10-24 06:00:00+00:00,2022-10-23 06:00:00+00:00,365,6,6616.96378823648,299,True,47,4,6728.866197590202,111.90240935372276,1.2207357859531773,"{6: np.float64(6616.96), 4: np.float64(6728.87), 7: np.float64(6775.48), 5: np.float64(6831.06), 3: np.float64(6848.15)}"
6,2022-04-24 06:00:00+00:00,2023-04-23 06:00:00+00:00,365,5,6883.090539294318,244,True,43,4,7023.450354569548,140.35981527523018,1.4959016393442623,"{5: np.float64(6883.09), 4: np.float64(7023.45), 6: np.float64(7090.24), 7: np.float64(7205.67), 3: np.float64(7256.5)}"
7,2022-10-23 06:00:00+00:00,2023-10-22 06:00:00+00:00,365,7,6097.406673784599,356,True,43,4,6176.044117247092,78.63744346249314,1.0252808988764044,"{7: np.float64(6097.41), 4: np.float64(6176.04), 5: np.float64(6177.68), 6: np.float64(6212.8), 3: np.float64(6338.21)}"
8,2023-04-23 06:00:00+00:00,2024-04-21 06:00:00+00:00,365,6,6657.359022271066,299,True,36,4,6738.231455376394,80.87243310532722,1.2207357859531773,"{6: np.float64(6657.36), 4: np.float64(6738.23), 5: np.float64(6822.93), 7: np.float64(6847.17), 3: np.float64(6873.27)}"
9,2023-10-22 06:00:00+00:00,2024-10-20 06:00:00+00:00,365,6,6957.544779121164,299,True,61,5,7084.036999357914,126.49222023675065,1.2207357859531773,"{6: np.float64(6957.54), 5: np.float64(7084.04), 4: np.float64(7187.74), 3: np.float64(7250.86), 7: np.float64(7325.23)}"
10,2024-04-21 06:00:00+00:00,2025-04-20 06:00:00+00:00,365,4,6862.81359253468,191,True,46,6,6911.071961946676,48.25836941199668,1.9109947643979057,"{4: np.float64(6862.81), 6: np.float64(6911.07), 5: np.float64(6933.26), 3: np.float64(7072.98), 7: np.float64(7073.9)}"
11,2024-10-20 06:00:00+00:00,2025-10-19 06:00:00+00:00,365,5,6727.694940753371,244,True,25,4,6743.86227763233,16.16733687895885,1.4959016393442623,"{5: np.float64(6727.69), 4: np.float64(6743.86), 6: np.float64(6779.04), 3: np.float64(6900.19), 7: np.float64(7006.25)}"
12,2025-04-20 06:00:00+00:00,2026-04-19 06:00:00+00:00,365,5,6275.194795973932,244,True,31,6,6334.301965296416,59.10716932248397,1.4959016393442623,"{5: np.float64(6275.19), 6: np.float64(6334.3), 4: np.float64(6352.54), 3: np.float64(6526.23), 7: np.float64(6593.15)}"
