window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2019-05-19 00:00:00+00:00,2020-05-17 00:00:00+00:00,365,7,6493.070363256069,356,True,69,6,6561.684826101318,68.61446284524936,1.0252808988764044,"{7: np.float64(6493.07), 6: np.float64(6561.68), 4: np.float64(6621.53), 5: np.float64(6780.85), 3: np.float64(6946.77)}"
1,2019-11-17 00:00:00+00:00,2020-11-15 00:00:00+00:00,365,6,5732.727426265516,299,True,83,5,5853.571603648221,120.8441773827044,1.2207357859531773,"{6: np.float64(5732.73), 5: np.float64(5853.57), 4: np.float64(5911.92), 7: np.float64(5967.6), 3: np.float64(6070.28)}"
2,2020-05-17 00:00:00+00:00,2021-05-16 00:00:00+00:00,365,6,5979.276531405667,299,True,76,4,6029.549101687156,50.2725702814887,1.2207357859531773,"{6: np.float64(5979.28), 4: np.float64(6029.55), 5: np.float64(6075.47), 3: np.float64(6105.34), 7: np.float64(6265.08)}"
3,2020-11-15 00:00:00+00:00,2021-11-14 00:00:00+00:00,365,5,6366.067455577555,244,True,52,6,6492.440365920315,126.3729103427604,1.4959016393442623,"{5: np.float64(6366.07), 6: np.float64(6492.44), 4: np.float64(6592.55), 3: np.float64(6597.35), 7: np.float64(6801.92)}"
4,2021-05-16 00:00:00+00:00,2022-05-15 00:00:00+00:00,365,6,6456.185254960587,299,True,109,5,6494.083899001098,37.89864404051059,1.2207357859531773,"{6: np.float64(6456.19), 5: np.float64(6494.08), 4: np.float64(6540.51), 7: np.float64(6542.34), 3: np.float64(6808.33)}"
5,2021-11-14 00:00:00+00:00,2022-11-13 00:00:00+00:00,365,6,6933.012994607888,299,True,38,4,6965.295493246372,32.28249863848396,1.2207357859531773,"{6: np.float64(6933.01), 4: np.float64(6965.3), 5: np.float64(6979.54), 3: np.float64(7029.69), 7: np.float64(7150.78)}"
6,2022-05-15 00:00:00+00:00,2023-05-14 00:00:00+00:00,365,5,6934.988205389303,244,True,99,4,7031.593120481402,96.60491509209896,1.4959016393442623,"{5: np.float64(6934.99), 4: np.float64(7031.59), 6: np.float64(7069.23), 7: np.float64(7202.05), 3: np.float64(7386.9)}"
7,2022-11-13 00:00:00+00:00,2023-11-12 00:00:00+00:00,365,6,6194.379490649894,299,True,62,5,6209.6450805705645,15.265589920670209,1.2207357859531773,"{6: np.float64(6194.38), 5: np.float64(6209.65), 4: np.float64(6247.36), 7: np.float64(6363.04), 3: np.float64(6434.96)}"
8,2023-05-14 00:00:00+00:00,2024-05-12 00:00:00+00:00,365,5,6693.142098581556,244,True,49,4,6780.0693723798895,86.92727379833377,1.4959016393442623,"{5: np.float64(6693.14), 4: np.float64(6780.07), 7: np.float64(6833.07), 6: np.float64(6859.33), 3: np.float64(6891.51)}"
9,2023-11-12 00:00:00+00:00,2024-11-10 00:00:00+00:00,365,5,6959.929189037809,244,True,98,4,7071.483020959852,111.55383192204317,1.4959016393442623,"{5: np.float64(6959.93), 4: np.float64(7071.48), 3: np.float64(7155.0), 6: np.float64(7194.88), 7: np.float64(7319.95)}"
10,2024-05-12 00:00:00+00:00,2025-05-11 00:00:00+00:00,365,4,6709.976742215896,191,True,76,5,6795.386572470841,85.40983025494552,1.9109947643979057,"{4: np.float64(6709.98), 5: np.float64(6795.39), 6: np.float64(6839.53), 3: np.float64(6958.61), 7: np.float64(6984.93)}"
11,2024-11-10 00:00:00+00:00,2025-11-09 00:00:00+00:00,365,5,6786.064044299121,244,True,57,4,6915.726662405922,129.66261810680135,1.4959016393442623,"{5: np.float64(6786.06), 4: np.float64(6915.73), 6: np.float64(6967.51), 3: np.float64(6998.92), 7: np.float64(7013.81)}"
12,2025-05-11 00:00:00+00:00,2026-05-10 00:00:00+00:00,365,4,6740.451440956463,191,True,45,7,6768.046373488385,27.594932531922495,1.9109947643979057,"{4: np.float64(6740.45), 7: np.float64(6768.05), 5: np.float64(6768.75), 3: np.float64(6817.51), 6: np.float64(6856.0)}"
