total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
3152.73907888127,945.821723664381,4098.560802545651,782,42421.621144924349,9.661490277667133727380700654,False
