total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
837.67110106914,251.301330320742,1088.972431389882,432,14130.342371810118,7.706624529936163197093221751,False
