window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2021-10-22 00:00:00+00:00,2022-10-21 00:00:00+00:00,365,4,9441.081780020339,375,True,72,3,9627.37847721203,186.29669719169215,0.9733333333333334,"{4: np.float64(9441.08), 3: np.float64(9627.38), 6: np.float64(10121.43), 5: np.float64(10146.62), 7: np.float64(10500.11)}"
1,2022-04-22 00:00:00+00:00,2023-04-21 00:00:00+00:00,365,5,10773.670296824166,474,True,51,4,11107.882281236754,334.2119844125882,0.770042194092827,"{5: np.float64(10773.67), 4: np.float64(11107.88), 3: np.float64(11239.7), 6: np.float64(11251.89), 7: np.float64(11350.62)}"
2,2022-10-21 00:00:00+00:00,2023-10-20 00:00:00+00:00,365,3,10175.872499081588,278,True,24,4,10300.480000099597,124.6075010180084,1.3129496402877698,"{3: np.float64(10175.87), 4: np.float64(10300.48), 5: np.float64(10343.78), 6: np.float64(10709.0), 7: np.float64(10712.08)}"
3,2023-04-21 00:00:00+00:00,2024-04-19 00:00:00+00:00,365,3,10763.916885257642,278,True,20,4,10854.99545696072,91.07857170307761,1.3129496402877698,"{3: np.float64(10763.92), 4: np.float64(10855.0), 5: np.float64(10975.39), 6: np.float64(11009.2), 7: np.float64(11361.38)}"
4,2023-10-20 00:00:00+00:00,2024-10-18 00:00:00+00:00,365,3,10606.237871454547,278,True,32,5,10728.229044264073,121.99117280952669,1.3129496402877698,"{3: np.float64(10606.24), 5: np.float64(10728.23), 4: np.float64(10735.84), 6: np.float64(10883.91), 7: np.float64(11341.68)}"
5,2024-04-19 00:00:00+00:00,2025-04-18 00:00:00+00:00,365,3,10157.520257266671,278,True,111,4,10174.60744260206,17.087185335389222,1.3129496402877698,"{3: np.float64(10157.52), 4: np.float64(10174.61), 5: np.float64(10456.1), 6: np.float64(10586.07), 7: np.float64(10992.15)}"
6,2024-10-18 00:00:00+00:00,2025-10-17 00:00:00+00:00,365,4,10587.969849652105,375,True,78,3,10647.83392425209,59.86407459998554,0.9733333333333334,"{4: np.float64(10587.97), 3: np.float64(10647.83), 6: np.float64(10777.98), 5: np.float64(10846.59), 7: np.float64(11125.18)}"
7,2025-04-18 00:00:00+00:00,2026-04-17 00:00:00+00:00,365,4,10694.901311752625,375,True,65,3,10710.456587388806,15.55527563618125,0.9733333333333334,"{4: np.float64(10694.9), 3: np.float64(10710.46), 5: np.float64(10867.99), 6: np.float64(11002.82), 7: np.float64(11220.02)}"
