total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
1024.53474538761,307.360423616283,1331.895169003893,244,2289.262064486107,58.18010920051114849421063361,True
