timestamp,regime_id,regime_label,regime_probability,is_confirmed,consecutive_bars,is_flickering,trend_gate_raw_state,trend_gate_confirmed_state,trend_gate_cap,strategy_target_allocation_pct,final_allocation_pct
2021-02-19 00:00:00+00:00,2,EUPHORIA,1.0,True,1,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.50,0.50
2021-02-20 00:00:00+00:00,2,EUPHORIA,1.0,True,2,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.5000305313767067419181861731,0.5000305313767067419181861731
2021-02-21 00:00:00+00:00,2,EUPHORIA,1.0,True,3,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.5069505401676654083904651388,0.5069505401676654083904651388
2021-02-22 00:00:00+00:00,2,EUPHORIA,0.9999999467013382,True,4,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.4920548200782521937891531356,0.4920548200782521937891531356
2021-02-23 00:00:00+00:00,2,EUPHORIA,4.4078781995810354e-08,False,4,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.4668496242559401037184913135,0.4668496242559401037184913135
2021-02-24 00:00:00+00:00,2,EUPHORIA,0.0002571347759845392,False,4,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.4708172805005085398714409058,0.4708172805005085398714409058
2021-02-25 00:00:00+00:00,3,BEAR,0.9999996935285268,True,3,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.95,0.95
2021-02-26 00:00:00+00:00,3,BEAR,0.999999995636017,True,4,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9497980135797664140372238822,0.9497980135797664140372238822
2021-02-27 00:00:00+00:00,3,BEAR,0.9999484797399759,True,5,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9496217828663916881750404526,0.9496217828663916881750404526
2021-02-28 00:00:00+00:00,3,BEAR,1.0,True,6,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9485939566360196819788795681,0.9485939566360196819788795681
2021-03-01 00:00:00+00:00,3,BEAR,1.0,True,7,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9529916899480875843906021174,0.9529916899480875843906021174
2021-03-02 00:00:00+00:00,3,BEAR,1.0,True,8,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9519326812815654478569034711,0.9519326812815654478569034711
2021-03-03 00:00:00+00:00,3,BEAR,1.0,True,9,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9536704677633810812692026013,0.9536704677633810812692026013
2021-03-04 00:00:00+00:00,3,BEAR,0.9999999999745341,True,10,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9518697266166379122531666362,0.9518697266166379122531666362
2021-03-05 00:00:00+00:00,3,BEAR,0.9999950004162126,True,11,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9522247221719947539644344542,0.9522247221719947539644344542
2021-03-06 00:00:00+00:00,3,BEAR,0.9999999845626918,True,12,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9523461797321679459838490972,0.9523461797321679459838490972
2021-03-07 00:00:00+00:00,3,BEAR,0.9999999982637746,True,13,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9542102617996134465374587355,0.9542102617996134465374587355
2021-03-08 00:00:00+00:00,3,BEAR,0.9999999998392468,True,14,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9553824778080082347939346569,0.9553824778080082347939346569
2021-03-09 00:00:00+00:00,3,BEAR,1.0,True,15,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9573353670745496838493848704,0.9573353670745496838493848704
2021-03-10 00:00:00+00:00,3,BEAR,1.0,True,16,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9580431244816587974056951791,0.9580431244816587974056951791
2021-03-11 00:00:00+00:00,3,BEAR,1.0,True,17,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9593819524333222154348109477,0.9593819524333222154348109477
2021-03-12 00:00:00+00:00,3,BEAR,1.0,True,18,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9590065665105039778953971673,0.9590065665105039778953971673
2021-03-13 00:00:00+00:00,3,BEAR,1.0,True,19,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9615619059041495497743693730,0.9615619059041495497743693730
2021-03-14 00:00:00+00:00,3,BEAR,0.9999999999986358,True,20,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9601723980501627603474387763,0.9601723980501627603474387763
2021-03-15 00:00:00+00:00,3,BEAR,0.038964834258157756,False,20,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.475,0.475
2021-03-16 00:00:00+00:00,3,BEAR,0.9970150740326345,True,21,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.95,0.95
2021-03-17 00:00:00+00:00,3,BEAR,0.9999978854004514,True,22,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9521821683856354595959675846,0.9521821683856354595959675846
2021-03-18 00:00:00+00:00,3,BEAR,0.9999993941170958,True,23,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9511842515030609028782067704,0.9511842515030609028782067704
2021-03-19 00:00:00+00:00,3,BEAR,0.9997142000738595,True,24,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9514898873425656769658755958,0.9514898873425656769658755958
2021-03-20 00:00:00+00:00,3,BEAR,0.987288605266694,True,25,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.9515473026302826374107144778,0.9515473026302826374107144778
2021-03-21 00:00:00+00:00,3,BEAR,6.295700252252567e-06,False,25,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.475,0.475
2021-03-22 00:00:00+00:00,3,BEAR,2.2406336940023173e-14,False,25,False,BULL_STRUCTURE,BULL_STRUCTURE,1.00,0.4606853453470329314646926004,0.4606853453470329314646926004
