total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
3377.93777093364,1013.381331280092,4391.319102213732,788,41507.128605006268,10.57967450363233543652184978,False
