window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2019-05-05 00:00:00+00:00,2020-05-03 00:00:00+00:00,365,7,6495.318070088133,356,True,43,4,6789.516787806485,294.1987177183519,1.0252808988764044,"{7: np.float64(6495.32), 4: np.float64(6789.52), 6: np.float64(6847.1), 5: np.float64(6934.88), 3: np.float64(7133.41)}"
1,2019-11-03 00:00:00+00:00,2020-11-01 00:00:00+00:00,365,5,5725.842120580837,244,True,85,6,5750.606561007118,24.764440426281,1.4959016393442623,"{5: np.float64(5725.84), 6: np.float64(5750.61), 7: np.float64(5910.7), 4: np.float64(5985.45), 3: np.float64(6093.45)}"
2,2020-05-03 00:00:00+00:00,2021-05-02 00:00:00+00:00,365,6,5874.313909986808,299,True,25,5,5902.036250936011,27.7223409492035,1.2207357859531773,"{6: np.float64(5874.31), 5: np.float64(5902.04), 3: np.float64(5916.1), 4: np.float64(5961.93), 7: np.float64(6171.09)}"
3,2020-11-01 00:00:00+00:00,2021-10-31 00:00:00+00:00,365,6,6567.391227559543,299,True,47,5,6584.961789182056,17.570561622513196,1.2207357859531773,"{6: np.float64(6567.39), 5: np.float64(6584.96), 4: np.float64(6620.28), 3: np.float64(6716.84), 7: np.float64(6971.2)}"
4,2021-05-02 00:00:00+00:00,2022-05-01 00:00:00+00:00,365,4,6421.443860096252,191,True,34,5,6463.45536734362,42.01150724736817,1.9109947643979057,"{4: np.float64(6421.44), 5: np.float64(6463.46), 6: np.float64(6601.64), 7: np.float64(6602.3), 3: np.float64(6621.09)}"
5,2021-10-31 00:00:00+00:00,2022-10-30 00:00:00+00:00,365,6,6854.678192819296,299,True,25,4,6855.893383481092,1.2151906617964414,1.2207357859531773,"{6: np.float64(6854.68), 4: np.float64(6855.89), 5: np.float64(6945.08), 3: np.float64(6980.54), 7: np.float64(7043.77)}"
6,2022-05-01 00:00:00+00:00,2023-04-30 00:00:00+00:00,365,5,7135.579011539846,244,True,36,4,7235.3994139981405,99.82040245829467,1.4959016393442623,"{5: np.float64(7135.58), 4: np.float64(7235.4), 7: np.float64(7335.22), 6: np.float64(7339.56), 3: np.float64(7490.86)}"
7,2022-10-30 00:00:00+00:00,2023-10-29 00:00:00+00:00,365,5,6122.299766846849,244,True,115,6,6221.607803723229,99.30803687638036,1.4959016393442623,"{5: np.float64(6122.3), 6: np.float64(6221.61), 4: np.float64(6311.53), 7: np.float64(6319.8), 3: np.float64(6602.27)}"
8,2023-04-30 00:00:00+00:00,2024-04-28 00:00:00+00:00,365,6,6724.092291487113,299,True,82,5,6737.554796246042,13.462504758929754,1.2207357859531773,"{6: np.float64(6724.09), 5: np.float64(6737.55), 4: np.float64(6777.62), 3: np.float64(6821.32), 7: np.float64(7011.32)}"
9,2023-10-29 00:00:00+00:00,2024-10-27 00:00:00+00:00,365,7,7116.726087143701,356,True,31,4,7119.1680295247825,2.4419423810813896,1.0252808988764044,"{7: np.float64(7116.73), 4: np.float64(7119.17), 5: np.float64(7122.06), 3: np.float64(7151.08), 6: np.float64(7203.4)}"
10,2024-04-28 00:00:00+00:00,2025-04-27 00:00:00+00:00,365,4,6758.374432360936,191,True,90,5,6850.581098641998,92.2066662810621,1.9109947643979057,"{4: np.float64(6758.37), 5: np.float64(6850.58), 6: np.float64(6884.19), 3: np.float64(7004.42), 7: np.float64(7086.01)}"
11,2024-10-27 00:00:00+00:00,2025-10-26 00:00:00+00:00,365,4,6822.701168233978,191,True,61,5,6870.520944777933,47.81977654395541,1.9109947643979057,"{4: np.float64(6822.7), 5: np.float64(6870.52), 6: np.float64(6928.86), 7: np.float64(6983.58), 3: np.float64(7075.1)}"
12,2025-04-27 00:00:00+00:00,2026-04-26 00:00:00+00:00,365,4,6595.866123289864,191,True,41,5,6628.939278316412,33.07315502654819,1.9109947643979057,"{4: np.float64(6595.87), 5: np.float64(6628.94), 7: np.float64(6651.65), 3: np.float64(6743.06), 6: np.float64(6774.0)}"
