total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
972.29087576542,291.687262729626,1263.978138495046,408,9465.825972764954,13.35306757309673868866785008,False
