window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2021-10-22 00:00:00+00:00,2022-10-21 00:00:00+00:00,365,4,10548.68404523178,375,True,38,3,10705.469685330754,156.7856400989749,0.9733333333333334,"{4: np.float64(10548.68), 3: np.float64(10705.47), 6: np.float64(11133.26), 5: np.float64(11183.2), 7: np.float64(11605.46)}"
1,2022-04-22 00:00:00+00:00,2023-04-21 00:00:00+00:00,365,4,11106.711961928182,375,True,29,3,11383.94521581366,277.2332538854771,0.9733333333333334,"{4: np.float64(11106.71), 3: np.float64(11383.95), 5: np.float64(11406.41), 7: np.float64(11461.78), 6: np.float64(11620.92)}"
2,2022-10-21 00:00:00+00:00,2023-10-20 00:00:00+00:00,365,4,10515.779760860336,375,True,62,5,10687.85617743609,172.07641657575368,0.9733333333333334,"{4: np.float64(10515.78), 5: np.float64(10687.86), 3: np.float64(10735.69), 7: np.float64(10849.57), 6: np.float64(10879.87)}"
3,2023-04-21 00:00:00+00:00,2024-04-19 00:00:00+00:00,365,4,11141.227598817886,375,True,42,3,11258.112803296068,116.88520447818155,0.9733333333333334,"{4: np.float64(11141.23), 3: np.float64(11258.11), 5: np.float64(11355.87), 6: np.float64(11641.97), 7: np.float64(11755.91)}"
4,2023-10-20 00:00:00+00:00,2024-10-18 00:00:00+00:00,365,4,11132.135582895815,375,True,77,3,11132.649258031688,0.5136751358731999,0.9733333333333334,"{4: np.float64(11132.14), 3: np.float64(11132.65), 5: np.float64(11445.33), 7: np.float64(11688.51), 6: np.float64(11861.58)}"
5,2024-04-19 00:00:00+00:00,2025-04-18 00:00:00+00:00,365,3,10963.631196201417,278,True,68,4,11042.88603981784,79.25484361642339,1.3129496402877698,"{3: np.float64(10963.63), 4: np.float64(11042.89), 5: np.float64(11246.88), 7: np.float64(11555.49), 6: np.float64(11561.65)}"
6,2024-10-18 00:00:00+00:00,2025-10-17 00:00:00+00:00,365,4,11137.979618460122,375,True,42,3,11224.14849807665,86.16887961652901,0.9733333333333334,"{4: np.float64(11137.98), 3: np.float64(11224.15), 5: np.float64(11232.61), 6: np.float64(11495.26), 7: np.float64(11762.19)}"
7,2025-04-18 00:00:00+00:00,2026-04-17 00:00:00+00:00,365,3,11053.128584841243,278,True,65,4,11184.988088046939,131.85950320569646,1.3129496402877698,"{3: np.float64(11053.13), 4: np.float64(11184.99), 5: np.float64(11262.67), 6: np.float64(11670.15), 7: np.float64(11729.92)}"
