window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2019-06-16 00:00:00+00:00,2020-06-14 00:00:00+00:00,365,6,6225.656087186519,299,True,46,7,6298.620066968373,72.9639797818545,1.2207357859531773,"{6: np.float64(6225.66), 7: np.float64(6298.62), 5: np.float64(6650.02), 4: np.float64(6699.86), 3: np.float64(6765.57)}"
1,2019-12-15 00:00:00+00:00,2020-12-13 00:00:00+00:00,365,6,5803.180531523483,299,True,55,5,5918.130664284626,114.95013276114241,1.2207357859531773,"{6: np.float64(5803.18), 5: np.float64(5918.13), 4: np.float64(5926.83), 7: np.float64(6120.67), 3: np.float64(6227.82)}"
2,2020-06-14 00:00:00+00:00,2021-06-13 00:00:00+00:00,365,6,6239.238298108939,299,True,22,5,6277.861838293214,38.62354018427504,1.2207357859531773,"{6: np.float64(6239.24), 5: np.float64(6277.86), 4: np.float64(6334.11), 7: np.float64(6438.42), 3: np.float64(6566.49)}"
3,2020-12-13 00:00:00+00:00,2021-12-12 00:00:00+00:00,365,5,6318.1614469791,244,True,33,6,6396.7287707750065,78.5673237959063,1.4959016393442623,"{5: np.float64(6318.16), 6: np.float64(6396.73), 4: np.float64(6503.36), 3: np.float64(6589.58), 7: np.float64(6608.49)}"
4,2021-06-13 00:00:00+00:00,2022-06-12 00:00:00+00:00,365,4,6296.14598153064,191,True,44,6,6432.039038134294,135.89305660365426,1.9109947643979057,"{4: np.float64(6296.15), 6: np.float64(6432.04), 7: np.float64(6480.86), 5: np.float64(6517.05), 3: np.float64(6578.97)}"
5,2021-12-12 00:00:00+00:00,2022-12-11 00:00:00+00:00,365,5,7116.0578005034895,244,True,31,6,7221.398727956516,105.34092745302678,1.4959016393442623,"{5: np.float64(7116.06), 6: np.float64(7221.4), 4: np.float64(7287.49), 3: np.float64(7299.52), 7: np.float64(7370.73)}"
6,2022-06-12 00:00:00+00:00,2023-06-11 00:00:00+00:00,365,5,6690.989610654793,244,True,58,6,6710.596441556112,19.606830901318972,1.4959016393442623,"{5: np.float64(6690.99), 6: np.float64(6710.6), 7: np.float64(6771.19), 4: np.float64(6924.03), 3: np.float64(7164.37)}"
7,2022-12-11 00:00:00+00:00,2023-12-10 00:00:00+00:00,365,4,6247.468461163005,191,True,36,6,6315.018847420661,67.5503862576561,1.9109947643979057,"{4: np.float64(6247.47), 6: np.float64(6315.02), 5: np.float64(6351.79), 3: np.float64(6412.19), 7: np.float64(6595.36)}"
8,2023-06-11 00:00:00+00:00,2024-06-09 00:00:00+00:00,365,6,6864.926585782135,299,True,31,5,6886.028158650506,21.101572868371477,1.2207357859531773,"{6: np.float64(6864.93), 5: np.float64(6886.03), 4: np.float64(6986.02), 3: np.float64(7080.33), 7: np.float64(7173.72)}"
9,2023-12-10 00:00:00+00:00,2024-12-08 00:00:00+00:00,365,5,7135.730847606311,244,True,132,4,7171.739338285245,36.00849067893432,1.4959016393442623,"{5: np.float64(7135.73), 4: np.float64(7171.74), 3: np.float64(7247.99), 6: np.float64(7339.76), 7: np.float64(7372.9)}"
10,2024-06-09 00:00:00+00:00,2025-06-08 00:00:00+00:00,365,5,6844.64303400804,244,True,32,4,6886.765830836467,42.122796828427454,1.4959016393442623,"{5: np.float64(6844.64), 4: np.float64(6886.77), 6: np.float64(6965.51), 7: np.float64(7012.84), 3: np.float64(7089.45)}"
11,2024-12-08 00:00:00+00:00,2025-12-07 00:00:00+00:00,365,4,6728.599428012112,191,True,82,6,6729.055119925062,0.45569191294998745,1.9109947643979057,"{4: np.float64(6728.6), 6: np.float64(6729.06), 3: np.float64(6761.58), 5: np.float64(6784.43), 7: np.float64(6998.42)}"
12,2025-06-08 00:00:00+00:00,2026-06-07 00:00:00+00:00,365,5,6723.551245824567,244,True,70,7,6751.094015960085,27.542770135518367,1.4959016393442623,"{5: np.float64(6723.55), 7: np.float64(6751.09), 6: np.float64(6838.63), 4: np.float64(6839.53), 3: np.float64(6874.18)}"
