timestamp,cash,qty,price,equity,allocation_pct
2020-06-15 00:00:00+00:00,10000,0,9426.02,10000.00,0
2020-06-16 00:00:00+00:00,487.652641179075,1.007845,9525.59,10087.970894729075,0.9516599872989451643396089238
2020-06-17 00:00:00+00:00,487.652641179075,1.007845,9465.14,10027.046664479075,0.9513662738893407230618293743
2020-06-18 00:00:00+00:00,487.652641179075,1.007845,9386.32,9947.608321579075,0.9509779008768144352483858397
2020-06-19 00:00:00+00:00,487.652641179075,1.007845,9310.23,9870.921395529075,0.9505970494912509498350043749
2020-06-20 00:00:00+00:00,487.652641179075,1.007845,9358.95,9920.023603929075,0.9508415845920036017877188768
2020-06-21 00:00:00+00:00,487.652641179075,1.007845,9294.69,9855.259484229075,0.9505185386585260980995189121
2020-06-22 00:00:00+00:00,487.652641179075,1.007845,9685.69,10249.326879229075,0.9524210080403099764951077420
2020-06-23 00:00:00+00:00,487.652641179075,1.007845,9624.89,10188.049903229075,0.9521348397572616121865304625
2020-06-24 00:00:00+00:00,487.652641179075,1.007845,9296.49,9857.073605229075,0.9505276453530406481773199880
2020-06-25 00:00:00+00:00,487.652641179075,1.007845,9249.49,9809.704890229075,0.9502887552035535906321995341
2020-06-26 00:00:00+00:00,487.652641179075,1.007845,9162.21,9721.740178629075,0.9498389555553991333005142662
2020-06-27 00:00:00+00:00,3884.280278317983,0.636641,9012.0,9621.688970317983,0.5962995384385603231434211776
2020-06-28 00:00:00+00:00,3884.280278317983,0.636641,9116.35,9688.122458667983,0.5990677972032951047180860610
2020-06-29 00:00:00+00:00,3884.280278317983,0.636641,9192.56,9736.640869277983,0.6010656723948759171586382158
2020-06-30 00:00:00+00:00,3884.280278317983,0.636641,9138.55,9702.255888867983,0.5996518415088736727463648300
2020-07-01 00:00:00+00:00,3884.280278317983,0.636641,9232.0,9761.749990317983,0.6020918091356020315631576485
2020-07-02 00:00:00+00:00,483.674605225119,1.004513,9086.54,9611.222160245119,0.9496760560560402606296220987
2020-07-03 00:00:00+00:00,3840.125915455383,0.634645,9058.26,9588.905333155383,0.5995240559756649496176993129
2020-07-04 00:00:00+00:00,3840.125915455383,0.634645,9135.46,9637.899927155383,0.6015598891377166941760583573
2020-07-05 00:00:00+00:00,3840.125915455383,0.634645,9069.41,9595.981624905383,0.5998193759053548739876872119
2020-07-06 00:00:00+00:00,3840.125915455383,0.634645,9344.2,9770.375724455383,0.6069623089474956698056827543
2020-07-07 00:00:00+00:00,484.110935433078,0.993400,9257.39,9680.402161433078,0.9499906173979232021906638446
2020-07-08 00:00:00+00:00,484.110935433078,0.993400,9436.06,9857.892939433078,0.9508910333671245009908331340
2020-07-09 00:00:00+00:00,484.110935433078,0.993400,9232.43,9655.606897433078,0.9498621950359456084946933344
2020-07-10 00:00:00+00:00,484.110935433078,0.993400,9288.34,9711.147891433078,0.9501489483174128084917033106
2020-07-11 00:00:00+00:00,484.110935433078,0.993400,9234.03,9657.196337433078,0.9498704470202625441915936412
2020-07-12 00:00:00+00:00,484.110935433078,0.993400,9302.75,9725.462785433078,0.9502223240051686256454570950
2020-07-13 00:00:00+00:00,484.110935433078,0.993400,9242.62,9665.729643433078,0.9499147034634902874919402040
2020-07-14 00:00:00+00:00,484.110935433078,0.993400,9255.85,9678.872325433078,0.9499827129488024718459708087
2020-07-15 00:00:00+00:00,5075.431841173023,0.496709,9197.6,9643.962539573023,0.4737192497019246223741531320
2020-07-16 00:00:00+00:00,5075.431841173023,0.496709,9133.72,9612.232768653023,0.4719820084127809682396842820
2020-07-17 00:00:00+00:00,5075.431841173023,0.496709,9154.32,9622.464974053023,0.4725434849740762825452940488
2020-07-18 00:00:00+00:00,475.158227213604,0.998582,9170.28,9632.434770173604,0.9506710153195213082202341063
2020-07-19 00:00:00+00:00,475.158227213604,0.998582,9208.99,9671.089879393604,0.9508681820622892052089835324
2020-07-20 00:00:00+00:00,475.158227213604,0.998582,9160.78,9622.948241173604,0.9506223856447081716525815908
2020-07-21 00:00:00+00:00,5046.098851496952,0.498964,9390.0,9731.370811496952,0.4814606339391229652570974221
2020-07-22 00:00:00+00:00,5046.098851496952,0.498964,9518.16,9795.318037736952,0.4848458383835415929856012143
2020-07-23 00:00:00+00:00,5046.098851496952,0.498964,9603.27,9837.784863776952,0.4870696075010895767657135695
2020-07-24 00:00:00+00:00,485.971634273967,0.973199,9537.8,9768.149056473967,0.9502493633681927672656992447
2020-07-25 00:00:00+00:00,485.971634273967,0.973199,9700.42,9926.410677853967,0.9510425621057387807657646614
2020-07-26 00:00:00+00:00,485.971634273967,0.973199,9931.54,10151.336430733967,0.9521273245557452147192597135
2020-07-27 00:00:00+00:00,485.971634273967,0.973199,11029.96,11220.317676313967,0.9566882464210571662726886900
2020-07-28 00:00:00+00:00,485.971634273967,0.973199,10906.27,11099.942692003967,0.9562185456485243879878413613
2020-07-29 00:00:00+00:00,485.971634273967,0.973199,11100.53,11288.996329743967,0.9569517413170255876223340053
2020-07-30 00:00:00+00:00,485.971634273967,0.973199,11099.61,11288.100986663967,0.9569483268400853665319050716
2020-07-31 00:00:00+00:00,485.971634273967,0.973199,11335.46,11517.629970813967,0.9578062817172079451940831366
2020-08-01 00:00:00+00:00,485.971634273967,0.973199,11801.17,11970.858477103967,0.9594037774982087166032113918
2020-08-02 00:00:00+00:00,485.971634273967,0.973199,11071.35,11260.598382923967,0.9568431785107517636073841307
2020-08-03 00:00:00+00:00,485.971634273967,0.973199,11219.81,11405.079506463967,0.9573898950902940494191975816
2020-08-04 00:00:00+00:00,485.971634273967,0.973199,11191.97,11377.985646303967,0.9572884296587392537744041732
2020-08-05 00:00:00+00:00,485.971634273967,0.973199,11744.91,11916.106301363967,0.9592172458029901370461786626
2020-08-06 00:00:00+00:00,485.971634273967,0.973199,11762.46,11933.185943813967,0.9592756170429164076776029216
2020-08-07 00:00:00+00:00,485.971634273967,0.973199,11594.23,11769.464676043967,0.9587091131457208204141707297
2020-08-08 00:00:00+00:00,485.971634273967,0.973199,11761.41,11932.164084863967,0.9592721294462900160147242201
2020-08-09 00:00:00+00:00,485.971634273967,0.973199,11681.68,11854.570928593967,0.9590055483913152011669886804
2020-08-10 00:00:00+00:00,485.971634273967,0.973199,11892.92,12060.149485353967,0.9597043440577466716571889643
2020-08-11 00:00:00+00:00,485.971634273967,0.973199,11392.08,11572.732498193967,0.9580071833208097212403753343
2020-08-12 00:00:00+00:00,485.971634273967,0.973199,11564.33,11740.366025943967,0.9586067731448864125319926734
2020-08-13 00:00:00+00:00,6156.323027554869,0.482230,11780.0,11836.992427554869,0.4799081721786180401356627806
2020-08-14 00:00:00+00:00,6156.323027554869,0.482230,11760.54,11827.608231754869,0.4794955237842324246203315300
2020-08-15 00:00:00+00:00,584.149233520164,0.955417,11852.4,11908.133684320164,0.9509453581051636378629370440
2020-08-16 00:00:00+00:00,584.149233520164,0.955417,11911.0,11964.121120520164,0.9511749147609125050079988414
2020-08-17 00:00:00+00:00,584.149233520164,0.955417,12281.13,12317.749614730164,0.9525766270795430084527364025
2020-08-18 00:00:00+00:00,584.149233520164,0.955417,11945.01,11996.614852690164,0.9513071611706220377723133069
2020-08-19 00:00:00+00:00,584.149233520164,0.955417,11754.59,11814.684347550164,0.9505573558855772249652441173
2020-08-20 00:00:00+00:00,584.149233520164,0.955417,11853.55,11909.232413870164,0.9509498838195624728627952624
2020-08-21 00:00:00+00:00,584.149233520164,0.955417,11531.34,11601.387502300164,0.9496483301325512227196092234
2020-08-22 00:00:00+00:00,584.149233520164,0.955417,11662.96,11727.139487840164,0.9501882591124743932596004487
2020-08-23 00:00:00+00:00,584.149233520164,0.955417,11648.13,11712.970653730164,0.9501280033230397214913636670
2020-08-24 00:00:00+00:00,584.149233520164,0.955417,11748.2,11808.579232920164,0.9505317937070987730639212232
2020-08-25 00:00:00+00:00,584.149233520164,0.955417,11318.42,11397.960114660164,0.9487496685684286843433668684
2020-08-26 00:00:00+00:00,584.149233520164,0.955417,11461.43,11534.594299830164,0.9493567594719161431279531305
2020-08-27 00:00:00+00:00,584.149233520164,0.955417,11330.38,11409.386901980164,0.9488009970615702779309353382
2020-08-28 00:00:00+00:00,584.149233520164,0.955417,11526.91,11597.155004990164,0.9496299537887689516335361193
2020-08-29 00:00:00+00:00,584.149233520164,0.955417,11465.84,11538.807688800164,0.9493752518219752568425959705
2020-08-30 00:00:00+00:00,584.149233520164,0.955417,11711.16,11773.190587240164,0.9503830988556944349962743877
