window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2020-04-02 00:00:00+00:00,2021-04-01 00:00:00+00:00,365,5,5269.863938762515,619,True,37,6,5397.132308751511,127.2683699889958,0.5896607431340872,"{5: np.float64(5269.86), 6: np.float64(5397.13), 4: np.float64(5669.89), 7: np.float64(5904.67), 3: np.float64(6382.32)}"
1,2020-10-01 00:00:00+00:00,2021-09-30 00:00:00+00:00,365,7,6481.801170411742,881,True,14,6,6713.228594684397,231.42742427265512,0.41430192962542567,"{7: np.float64(6481.8), 6: np.float64(6713.23), 4: np.float64(6827.77), 5: np.float64(6877.08), 3: np.float64(7875.05)}"
2,2021-04-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,365,4,6572.047122970186,491,True,11,5,6604.915955148765,32.86883217857849,0.7433808553971487,"{4: np.float64(6572.05), 5: np.float64(6604.92), 6: np.float64(6770.38), 7: np.float64(6925.79), 3: np.float64(7012.0)}"
3,2021-09-30 00:00:00+00:00,2022-09-29 00:00:00+00:00,365,6,6499.799292052219,749,True,30,3,6760.868459290808,261.0691672385883,0.48731642189586116,"{6: np.float64(6499.8), 3: np.float64(6760.87), 5: np.float64(6785.78), 4: np.float64(6872.86), 7: np.float64(6975.15)}"
4,2022-03-31 00:00:00+00:00,2023-03-30 00:00:00+00:00,365,7,6809.309108876592,881,True,18,6,6860.748585688161,51.439476811568966,0.41430192962542567,"{7: np.float64(6809.31), 6: np.float64(6860.75), 5: np.float64(7184.19), 4: np.float64(7382.51), 3: np.float64(7849.32)}"
5,2022-09-29 00:00:00+00:00,2023-09-28 00:00:00+00:00,365,6,5563.052085446446,749,True,26,5,5786.869106868195,223.8170214217489,0.48731642189586116,"{6: np.float64(5563.05), 5: np.float64(5786.87), 7: np.float64(5948.01), 4: np.float64(6114.39), 3: np.float64(6315.0)}"
6,2023-03-30 00:00:00+00:00,2024-03-28 00:00:00+00:00,365,6,6508.331864745907,749,True,22,5,6679.0038053440185,170.67194059811118,0.48731642189586116,"{6: np.float64(6508.33), 5: np.float64(6679.0), 4: np.float64(6743.57), 7: np.float64(6748.52), 3: np.float64(6997.69)}"
7,2023-09-28 00:00:00+00:00,2024-09-26 00:00:00+00:00,365,5,7637.921553217524,619,True,12,4,7778.091622321526,140.17006910400232,0.5896607431340872,"{5: np.float64(7637.92), 4: np.float64(7778.09), 6: np.float64(7843.97), 7: np.float64(7847.69), 3: np.float64(8135.61)}"
8,2024-03-28 00:00:00+00:00,2025-03-27 00:00:00+00:00,365,5,7223.612312997949,619,True,27,4,7326.725562484553,103.11324948660422,0.5896607431340872,"{5: np.float64(7223.61), 4: np.float64(7326.73), 6: np.float64(7377.52), 3: np.float64(7599.35), 7: np.float64(7749.72)}"
9,2024-09-26 00:00:00+00:00,2025-09-25 00:00:00+00:00,365,7,5837.589241182113,881,True,20,5,6504.6073197694095,667.0180785872963,0.41430192962542567,"{7: np.float64(5837.59), 5: np.float64(6504.61), 4: np.float64(6580.24), 6: np.float64(6707.02), 3: np.float64(6796.35)}"
10,2025-03-27 00:00:00+00:00,2026-03-26 00:00:00+00:00,365,5,6672.081483165017,619,True,15,4,6891.81890432663,219.73742116161338,0.5896607431340872,"{5: np.float64(6672.08), 4: np.float64(6891.82), 3: np.float64(7017.48), 7: np.float64(7105.22), 6: np.float64(7208.39)}"
