total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
714.89613216463,214.468839649389,929.364971814019,644,3569.119824235981,26.03905213557693613538776473,False
