total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
916.28378625377,274.885135876131,1191.168922129901,469,15597.871642800099,7.636740123321496420355694195,False
