total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
22.28570438572,6.685711315716,28.971415701436,303,-2931.977653921436,,True
