window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2019-04-28 12:00:00+00:00,2020-04-26 12:00:00+00:00,365,5,6912.273707683462,244,True,61,7,7096.605387367401,184.331679683939,1.4959016393442623,"{5: np.float64(6912.27), 7: np.float64(7096.61), 6: np.float64(7106.6), 4: np.float64(7147.01), 3: np.float64(7241.23)}"
1,2019-10-27 12:00:00+00:00,2020-10-25 12:00:00+00:00,365,6,5654.395380672872,299,True,92,7,5843.518745193769,189.12336452089676,1.2207357859531773,"{6: np.float64(5654.4), 7: np.float64(5843.52), 5: np.float64(5954.62), 4: np.float64(5964.17), 3: np.float64(6099.68)}"
2,2020-04-26 12:00:00+00:00,2021-04-25 12:00:00+00:00,365,4,6286.6381926701515,191,True,42,5,6375.438867623898,88.80067495374624,1.9109947643979057,"{4: np.float64(6286.64), 5: np.float64(6375.44), 3: np.float64(6450.28), 6: np.float64(6479.4), 7: np.float64(6777.51)}"
3,2020-10-25 12:00:00+00:00,2021-10-24 12:00:00+00:00,365,5,6913.352989882228,244,True,28,6,6960.570350476903,47.217360594674574,1.4959016393442623,"{5: np.float64(6913.35), 6: np.float64(6960.57), 4: np.float64(7009.08), 3: np.float64(7043.5), 7: np.float64(7154.57)}"
4,2021-04-25 12:00:00+00:00,2022-04-24 12:00:00+00:00,365,5,6423.463889867384,244,True,42,6,6496.137749542958,72.67385967557402,1.4959016393442623,"{5: np.float64(6423.46), 6: np.float64(6496.14), 4: np.float64(6542.18), 3: np.float64(6602.98), 7: np.float64(6612.66)}"
5,2021-10-24 12:00:00+00:00,2022-10-23 12:00:00+00:00,365,4,6710.407205199118,191,True,43,6,6753.753675825073,43.34647062595468,1.9109947643979057,"{4: np.float64(6710.41), 6: np.float64(6753.75), 5: np.float64(6785.66), 3: np.float64(6802.56), 7: np.float64(7006.28)}"
6,2022-04-24 12:00:00+00:00,2023-04-23 12:00:00+00:00,365,5,7134.044147101338,244,True,65,4,7192.65894083459,58.614793733251645,1.4959016393442623,"{5: np.float64(7134.04), 4: np.float64(7192.66), 6: np.float64(7328.14), 7: np.float64(7392.62), 3: np.float64(7529.99)}"
7,2022-10-23 12:00:00+00:00,2023-10-22 12:00:00+00:00,365,4,6108.659118990702,191,True,39,5,6159.697715842237,51.03859685153475,1.9109947643979057,"{4: np.float64(6108.66), 5: np.float64(6159.7), 6: np.float64(6228.74), 7: np.float64(6377.02), 3: np.float64(6399.42)}"
8,2023-04-23 12:00:00+00:00,2024-04-21 12:00:00+00:00,365,6,6633.779791879847,299,True,35,5,6708.793833933685,75.01404205383824,1.2207357859531773,"{6: np.float64(6633.78), 5: np.float64(6708.79), 4: np.float64(6751.58), 7: np.float64(6869.95), 3: np.float64(6890.28)}"
9,2023-10-22 12:00:00+00:00,2024-10-20 12:00:00+00:00,365,7,7229.733025891372,356,True,8,6,7231.113929255624,1.3809033642519353,1.0252808988764044,"{7: np.float64(7229.73), 6: np.float64(7231.11), 5: np.float64(7298.21), 4: np.float64(7338.9), 3: np.float64(7409.07)}"
10,2024-04-21 12:00:00+00:00,2025-04-20 12:00:00+00:00,365,4,7004.674447942934,191,True,46,6,7016.962150977915,12.28770303498095,1.9109947643979057,"{4: np.float64(7004.67), 6: np.float64(7016.96), 7: np.float64(7080.86), 5: np.float64(7159.57), 3: np.float64(7216.95)}"
11,2024-10-20 12:00:00+00:00,2025-10-19 12:00:00+00:00,365,4,6780.292433482139,191,True,124,5,6839.012240303571,58.71980682143203,1.9109947643979057,"{4: np.float64(6780.29), 5: np.float64(6839.01), 6: np.float64(6842.69), 3: np.float64(6931.05), 7: np.float64(7028.05)}"
12,2025-04-20 12:00:00+00:00,2026-04-19 12:00:00+00:00,365,5,6257.362869262611,244,True,59,4,6334.837104052889,77.47423479027839,1.4959016393442623,"{5: np.float64(6257.36), 4: np.float64(6334.84), 3: np.float64(6428.49), 6: np.float64(6450.43), 7: np.float64(6778.44)}"
