total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
1548.59852851079,464.579558553237,2013.178087064027,607,19763.716119025973,10.18623256344993309613877656,False
