window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2020-02-27 00:00:00+00:00,2021-02-25 00:00:00+00:00,365,7,6245.475506160688,881,True,24,6,6257.563955114457,12.08844895376842,0.41430192962542567,"{7: np.float64(6245.48), 6: np.float64(6257.56), 5: np.float64(6687.22), 4: np.float64(6808.61), 3: np.float64(7070.34)}"
1,2020-08-27 00:00:00+00:00,2021-08-26 00:00:00+00:00,365,7,6545.3293908201695,881,True,18,6,6644.666427207952,99.33703638778297,0.41430192962542567,"{7: np.float64(6545.33), 6: np.float64(6644.67), 4: np.float64(6963.24), 5: np.float64(6978.42), 3: np.float64(7608.4)}"
2,2021-02-25 00:00:00+00:00,2022-02-24 00:00:00+00:00,365,5,5940.402900049403,619,True,15,7,6143.364563828596,202.96166377919326,0.5896607431340872,"{5: np.float64(5940.4), 7: np.float64(6143.36), 6: np.float64(6210.76), 4: np.float64(6256.12), 3: np.float64(7018.8)}"
3,2021-08-26 00:00:00+00:00,2022-08-25 00:00:00+00:00,365,3,6430.929457663259,365,True,22,5,6526.059191454283,95.12973379102368,1.0,"{3: np.float64(6430.93), 5: np.float64(6526.06), 6: np.float64(6535.89), 4: np.float64(6569.01), 7: np.float64(6590.24)}"
4,2022-02-24 00:00:00+00:00,2023-02-23 00:00:00+00:00,365,6,6578.161371229167,749,True,30,5,6596.125137477798,17.963766248630236,0.48731642189586116,"{6: np.float64(6578.16), 5: np.float64(6596.13), 7: np.float64(6616.75), 4: np.float64(7497.21), 3: np.float64(7734.73)}"
5,2022-08-25 00:00:00+00:00,2023-08-24 00:00:00+00:00,365,6,5602.232967025665,749,True,22,5,5886.260934896428,284.02796787076295,0.48731642189586116,"{6: np.float64(5602.23), 5: np.float64(5886.26), 4: np.float64(6360.29), 7: np.float64(6425.64), 3: np.float64(6449.13)}"
6,2023-02-23 00:00:00+00:00,2024-02-22 00:00:00+00:00,365,5,6009.5928294018595,619,True,27,6,6029.8734075425255,20.280578140665966,0.5896607431340872,"{5: np.float64(6009.59), 6: np.float64(6029.87), 4: np.float64(6215.93), 7: np.float64(6435.15), 3: np.float64(6684.21)}"
7,2023-08-24 00:00:00+00:00,2024-08-22 00:00:00+00:00,365,5,7523.285038674141,619,True,21,4,7646.244581494722,122.95954282058119,0.5896607431340872,"{5: np.float64(7523.29), 4: np.float64(7646.24), 6: np.float64(7685.36), 3: np.float64(8058.94), 7: np.float64(8277.3)}"
8,2024-02-22 00:00:00+00:00,2025-02-20 00:00:00+00:00,365,5,7549.475644470545,619,True,28,6,7732.717928605422,183.24228413487617,0.5896607431340872,"{5: np.float64(7549.48), 6: np.float64(7732.72), 4: np.float64(7867.66), 7: np.float64(8098.57), 3: np.float64(8364.35)}"
9,2024-08-22 00:00:00+00:00,2025-08-21 00:00:00+00:00,365,5,6391.780506720039,619,True,76,6,6626.582607069882,234.80210034984339,0.5896607431340872,"{5: np.float64(6391.78), 6: np.float64(6626.58), 3: np.float64(6646.46), 4: np.float64(6783.59), 7: np.float64(7213.21)}"
10,2025-02-20 00:00:00+00:00,2026-02-19 00:00:00+00:00,365,5,6867.8516273901205,619,True,36,4,7054.706543699958,186.8549163098378,0.5896607431340872,"{5: np.float64(6867.85), 4: np.float64(7054.71), 7: np.float64(7137.88), 6: np.float64(7290.99), 3: np.float64(7422.95)}"
