total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
1139.04503301273,341.713509903819,1480.758542916549,542,12715.874838293451,11.64496003418728167517747221,False
