total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
3733.16076294644,1119.948228883932,4853.108991830372,812,42473.409436229628,11.42622891886492109170500748,False
