total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
6442.92184589536,1932.876553768608,8375.798399663968,931,61467.840276076032,13.62630989155466068658405707,False
