total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
1083.06573858647,324.919721575941,1407.985460162411,404,8442.401564467589,16.67754666028142304966834312,False
