total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
844.84551559164,253.453654677492,1098.299170269132,370,9409.163024770868,11.67265534009469230802136910,False
