window_idx,is_start,is_end,n_is_bars,selected_n_components,selected_bic,selected_n_params,converged,n_iter,runner_up_n_components,runner_up_bic,bic_margin,samples_per_param,bic_curve
0,2020-03-26 00:00:00+00:00,2021-03-25 00:00:00+00:00,365,6,5506.433593418855,749,True,13,5,5666.099487956396,159.66589453754113,0.48731642189586116,"{6: np.float64(5506.43), 5: np.float64(5666.1), 4: np.float64(6179.1), 7: np.float64(6211.17), 3: np.float64(6728.01)}"
1,2020-09-24 00:00:00+00:00,2021-09-23 00:00:00+00:00,365,6,6578.15377646426,749,True,36,7,6756.8930019158815,178.73922545162168,0.48731642189586116,"{6: np.float64(6578.15), 7: np.float64(6756.89), 5: np.float64(7013.97), 4: np.float64(7219.89), 3: np.float64(7706.95)}"
2,2021-03-25 00:00:00+00:00,2022-03-24 00:00:00+00:00,365,6,6434.327093336689,749,True,40,7,6602.839084820114,168.51199148342494,0.48731642189586116,"{6: np.float64(6434.33), 7: np.float64(6602.84), 5: np.float64(6709.29), 4: np.float64(6819.63), 3: np.float64(7058.64)}"
3,2021-09-23 00:00:00+00:00,2022-09-22 00:00:00+00:00,365,5,6501.938088224263,619,True,28,3,6713.5267609608645,211.58867273660144,0.5896607431340872,"{5: np.float64(6501.94), 3: np.float64(6713.53), 6: np.float64(6737.59), 7: np.float64(6838.19), 4: np.float64(7026.43)}"
4,2022-03-24 00:00:00+00:00,2023-03-23 00:00:00+00:00,365,6,6621.092530973616,749,True,23,5,7043.920823318632,422.82829234501605,0.48731642189586116,"{6: np.float64(6621.09), 5: np.float64(7043.92), 7: np.float64(7161.3), 4: np.float64(7164.7), 3: np.float64(7657.85)}"
5,2022-09-22 00:00:00+00:00,2023-09-21 00:00:00+00:00,365,5,6070.133422267982,619,True,15,4,6163.581486676267,93.44806440828506,0.5896607431340872,"{5: np.float64(6070.13), 4: np.float64(6163.58), 7: np.float64(6167.19), 6: np.float64(6315.73), 3: np.float64(6476.55)}"
6,2023-03-23 00:00:00+00:00,2024-03-21 00:00:00+00:00,365,6,6487.315179861664,749,True,35,7,6510.330375153375,23.01519529171128,0.48731642189586116,"{6: np.float64(6487.32), 7: np.float64(6510.33), 5: np.float64(6629.2), 4: np.float64(6780.22), 3: np.float64(7177.32)}"
7,2023-09-21 00:00:00+00:00,2024-09-19 00:00:00+00:00,365,5,7480.802493307641,619,True,10,6,7638.258201469003,157.45570816136205,0.5896607431340872,"{5: np.float64(7480.8), 6: np.float64(7638.26), 4: np.float64(7670.43), 7: np.float64(7745.08), 3: np.float64(8195.35)}"
8,2024-03-21 00:00:00+00:00,2025-03-20 00:00:00+00:00,365,5,6986.954272360626,619,True,49,6,7260.892200491543,273.9379281309166,0.5896607431340872,"{5: np.float64(6986.95), 6: np.float64(7260.89), 4: np.float64(7269.93), 3: np.float64(7863.89), 7: np.float64(7969.46)}"
9,2024-09-19 00:00:00+00:00,2025-09-18 00:00:00+00:00,365,4,6433.884984634691,491,True,22,7,6485.051713149691,51.166728514999704,0.7433808553971487,"{4: np.float64(6433.88), 7: np.float64(6485.05), 6: np.float64(6561.8), 5: np.float64(6695.51), 3: np.float64(6863.53)}"
10,2025-03-20 00:00:00+00:00,2026-03-19 00:00:00+00:00,365,5,6748.03500434548,619,True,20,4,6827.156808173608,79.12180382812767,0.5896607431340872,"{5: np.float64(6748.04), 4: np.float64(6827.16), 7: np.float64(6838.17), 3: np.float64(7034.79), 6: np.float64(7443.23)}"
