total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
699.78080450345,209.934241351035,909.715045854485,781,3493.696260135515,26.03875603711464544305589085,False
