total_fee_usdt,total_slippage_usdt,total_cost_usdt,n_rebalances,gross_profit_usdt,cost_pct_of_gross_profit,exceeds_fee_drag_threshold
1821.79014246926,546.537042740778,2368.327185210038,691,59148.915467469962,4.004007793705944205884054220,False
